H_Id,H_Region,H_Name,H_Department,H_Categorie,Bed_Total,Bed_General,Bed_Psy,Bed_Nursing,Bed_Intensive,Bed_Isolation,Bed_Clean,H_PhoneNumber,H_Address,H_Latitude,H_Longitude
16,군위군,현대내과의원,의원,내과,0,0,0,0,0,0,0,054-383-9966,군위군 군위읍중앙길 88(서부리 42),36.23618327,128.5669233
153,달성군,김상준내과의원,의원,내과,0,0,0,0,0,0,0,053-611-5244,대구광역시 달성군 현풍읍 현풍로 48,35.69547027,128.4446311
163,달성군,한사랑연합내과의원,의원,내과,0,0,0,0,0,0,0,053-611-8575,대구광역시 달성군 현풍읍 현풍중앙로 42 (한사랑연합내과의원),35.69336031,128.4462078
168,달성군,서주내과의원,의원,내과,0,0,0,0,0,0,0,053-638-7566,대구광역시 달성군 화원읍 화암로 65,35.79779662,128.4956474
169,달성군,김지희내과의원,의원,내과,0,0,0,0,0,0,0,053-615-7114,대구광역시 달성군 논공읍 논공로 758,35.72913254,128.4451232
171,달성군,동산내과의원,의원,내과,0,0,0,0,0,0,0,053-635-2808,대구광역시 달성군 화원읍 명곡로 14,35.7984479,128.4961175
175,달성군,달성내과의원,의원,내과,0,0,0,0,0,0,0,053-615-5100,대구광역시 달성군 현풍읍 비슬로130길 79,35.69481316,128.4435163
183,달성군,죽곡내과의원,의원,내과,0,0,0,0,0,0,0,053-591-8275,"대구광역시 달성군 다사읍 달구벌대로 889, 201호 (대흥빌딩)",35.85737633,128.4662766
186,달성군,대곡속내과의원,의원,내과,0,0,0,0,0,0,0,053-635-5975,대구광역시 달성군 화원읍 비슬로 2723,35.80982614,128.5126882
198,달성군,현풍연합내과의원,의원,내과,0,0,0,0,0,0,0,053-611-8275,대구광역시 달성군 현풍읍 현풍중앙로 62-1,35.69490937,128.4454113
201,달성군,경대연합속내과의원,의원,내과,0,0,0,0,0,0,0,053-586-8588,대구광역시 달성군 다사읍 달구벌대로 881,35.85780203,128.4657607
202,달성군,화원제일내과의원,의원,내과,0,0,0,0,0,0,0,053-642-8772,대구광역시 달성군 화원읍 비슬로 2574,35.80321807,128.4983505
208,달성군,속찬내과의원,의원,내과,0,0,0,0,0,0,0,053-633-5882,대구광역시 달성군 화원읍 비슬로 2585,35.80411541,128.4994161
209,달성군,에스장내과의원,의원,내과,0,0,0,0,0,0,0,053-586-7119,"대구광역시 달성군 다사읍 대실역남로 2, 3층 (죽곡메가타운동)",35.85712948,128.4650155
211,달성군,삼성연합속내과의원,의원,내과,0,0,0,0,0,0,0,053-591-8855,"대구광역시 달성군 다사읍 달구벌대로 866, 3층",35.85817764,128.4640751
221,달성군,속사랑연합내과의원,의원,내과,0,0,0,0,0,0,0,053-585-1190,"대구광역시 달성군 다사읍 서재로 117, 2층 (청우빌딩)",35.87385217,128.4971091
222,달성군,김동인속내과의원,의원,내과,0,0,0,0,0,0,0,053-656-7555,"대구광역시 달성군 논공읍 논공로 749, 1층",35.72899551,128.4460349
226,달성군,고내과의원,의원,내과,0,0,0,0,0,0,0,053-634-7522,"대구광역시 달성군 화원읍 비슬로 2717, 3층 (동아빌딩)",35.80965231,128.5122362
232,달성군,구지연합내과의원,의원,내과,0,0,0,0,0,0,0,053-263-1119,대구광역시 달성군 구지면 과학마을로 34,35.65554946,128.4169627
234,달성군,유가제일연합내과의원,의원,내과,0,0,0,0,0,0,0,053-292-7582,대구광역시 달성군 유가읍 테크노상업로 108,35.69324688,128.4611351
235,달성군,서울속연합내과의원,의원,내과,0,0,0,0,0,0,0,053-583-0075,대구광역시 달성군 다사읍 세천로 161,35.87486562,128.4786462
236,달성군,장편한경대연합내과의원,의원,내과,0,0,0,0,0,0,0,053-657-2300,대구광역시 달성군 유가읍 테크노상업로 100,35.69323531,128.4605069
253,달성군,옥포김내과의원,의원,내과,0,0,0,0,0,0,0,053-615-8080,"대구광역시 달성군 옥포읍 돌미상업로2길 1, 퀀텀타워 2층",35.7823888,128.4424125
266,달성군,채연합내과의원,의원,내과,0,0,0,0,0,0,0,053-582-7585,"대구광역시 달성군 다사읍 왕선로 12, 2~3층",35.86036086,128.4639517
677,달서구,서남내과의원,의원,내과,0,0,0,0,0,0,0,053-556-1383,대구광역시 달서구 달구벌대로 1633 (감삼동),35.8534608,128.5448738
680,달서구,박정국내과의원,의원,내과,0,0,0,0,0,0,0,053-632-5577,"대구광역시 달서구 월곡로 184, 3층 (상인동)",35.81266198,128.5448335
682,달서구,배덕수내과의원,의원,내과,0,0,0,0,0,0,0,053-623-4634,대구광역시 달서구 구마로 176 (본동),35.83686121,128.5470721
683,달서구,하나종합내과의원,의원,내과,0,0,0,0,0,0,0,053-655-7890,대구광역시 달서구 명덕로 23 (두류동),35.86061129,128.574203
687,달서구,오영철내과의원,의원,내과,0,0,0,0,0,0,0,053-628-7500,대구광역시 달서구 명덕로 17 (두류동),35.86094897,128.5736513
689,달서구,김무원내과의원,의원,내과,0,0,0,0,0,0,0,053-633-1253,대구광역시 달서구 상화북로 101 (상인동),35.81154711,128.5374156
692,달서구,권석룡내과의원,의원,내과,0,0,0,0,0,0,0,053-654-1538,대구광역시 달서구 월배로 414 (송현동),35.83100905,128.5521006
696,달서구,여인석내과의원,의원,내과,0,0,0,0,0,0,0,053-633-9779,대구광역시 달서구 학산로7길 5 (월성동),35.82811925,128.5316906
697,달서구,자애내과의원,의원,내과,0,0,0,0,0,0,0,053-631-3771,대구광역시 달서구 월배로 214 (상인동),35.81837749,128.5369398
701,달서구,상인내과의원,의원,내과,0,0,0,0,0,0,0,053-636-7587,"대구광역시 달서구 상인서로 39, 111동 201호 (상인동, 동서아파트상가)",35.81322913,128.5449621
704,달서구,윤병헌내과의원,의원,내과,0,0,0,0,0,0,0,053-626-0596,대구광역시 달서구 성당로 209 (성당동),35.85107424,128.5731042
708,달서구,허내과의원,의원,내과,0,0,0,0,0,0,0,053-632-6066,대구광역시 달서구 월배로 111 (진천동),35.81484808,128.5266401
721,달서구,윤형진내과의원,의원,내과,0,0,0,0,0,0,0,053-625-8575,"대구광역시 달서구 달구벌대로 1744, 2층 (두류동)",35.85699752,128.556005
723,달서구,김동환내과의원,의원,내과,0,0,0,0,0,0,0,053-641-5513,대구광역시 달서구 도원로 29 (도원동),35.80715643,128.5360311
724,달서구,대곡제일내과의원,의원,내과,0,0,0,0,0,0,0,053-638-9922,"대구광역시 달서구 도원로 30, 203호 (도원동, 대곡프라자)",35.80721515,128.5353427
729,달서구,남내과의원,의원,내과,0,0,0,0,0,0,0,053-555-7582,"대구광역시 달서구 달구벌대로 1660, 2층 (감삼동, 춘산빌딩)",35.85378848,128.5477007
731,달서구,신왕식내과의원,의원,내과,0,0,0,0,0,0,0,053-588-7642,대구광역시 달서구 성지로 80 (용산동),35.85632597,128.5213144
742,달서구,최종화내과의원,의원,내과,0,0,0,0,0,0,0,053-553-8275,대구광역시 달서구 달구벌대로 1641 (감삼동),35.85365422,128.5455223
743,달서구,장석락내과의원,의원,내과,0,0,0,0,0,0,0,053-588-8879,대구광역시 달서구 계대동문로 47 (신당동),35.85571556,128.4975517
755,달서구,김이근내과의원,의원,내과,0,0,0,0,0,0,0,053-521-7575,"대구광역시 달서구 용산로 225, 2층 (용산동)",35.85780465,128.5303197
756,달서구,중앙내과의원,의원,내과,0,0,0,0,0,0,0,053-584-0352,"대구광역시 달서구 이곡공원로 46, 3층 (이곡동)",35.85502005,128.5123905
761,달서구,대곡최내과의원,의원,내과,0,0,0,0,0,0,0,053-636-1027,"대구광역시 달서구 한실로 67, 3층 (도원동)",35.80731124,128.5340635
762,달서구,송현내과의원,의원,내과,0,0,0,0,0,0,0,053-642-7200,"대구광역시 달서구 송현로 103 (송현동, 우방상가)",35.82635663,128.5437501
763,달서구,김교선내과의원,의원,내과,0,0,0,0,0,0,0,053-526-5600,대구광역시 달서구 장기로 205 (본리동),35.84334503,128.5378684
769,달서구,리더스내과의원,의원,내과,0,0,0,0,0,0,0,053-587-7582,"대구광역시 달서구 성서로 419, 3층 (이곡동)",35.85499513,128.5066935
773,달서구,현대내과의원,의원,내과,0,0,0,0,0,0,0,053-592-7557,"대구광역시 달서구 달구벌대로251길 33, 301호 (이곡동)",35.85515576,128.5047126
777,달서구,동아내과의원,의원,내과,0,0,0,0,0,0,0,053-588-3375,"대구광역시 달서구 호산로 125, 209호 (파호동, 삼성명가타운상가)",35.85023759,128.473679
778,달서구,여준기내과의원,의원,내과,0,0,0,0,0,0,0,053-592-7100,대구광역시 달서구 이곡동로 25 (이곡동),35.85424754,128.5103452
781,달서구,김기윤내과의원,의원,내과,0,0,0,0,0,0,0,053-591-7715,대구광역시 달서구 성지로 70 (용산동),35.85549371,128.5213178
783,달서구,추호식내과의원,의원,내과,0,0,0,0,0,0,0,053-623-3131,"대구광역시 달서구 월배로 398, 2층 (송현동)",35.82979044,128.5510804
793,달서구,따뜻한속내과의원,의원,내과,0,0,0,0,0,0,0,053-521-7582,"대구광역시 달서구 와룡로 169(감삼동, 월드마크웨스트엔드)",35.84873231,128.5363891
796,달서구,박기수내과의원,의원,내과,0,0,0,0,0,0,0,053-524-3322,"대구광역시 달서구 용산로 226, 2층 (용산동)",35.85776866,128.5308665
797,달서구,월성제일내과의원,의원,내과,0,0,0,0,0,0,0,053-636-0222,대구광역시 달서구 학산로 16 (월성동),35.82692813,128.5315822
804,달서구,박재호내과의원,의원,내과,0,0,0,0,0,0,0,053-621-1727,대구광역시 달서구 달구벌대로 1680 (두류동),35.85450372,128.5498606
807,달서구,최찬오내과의원,의원,내과,0,0,0,0,0,0,0,053-626-9126,대구광역시 달서구 달구벌대로 1718 (두류동),35.856023,128.5534514
811,달서구,김석재내과의원,의원,내과,0,0,0,0,0,0,0,053-591-7504,"대구광역시 달서구 이곡서로 73, 2층 (이곡동)",35.85494407,128.5046921
819,달서구,삼성내과의원,의원,내과,0,0,0,0,0,0,0,053-566-7582,"대구광역시 달서구 장기로 244, 2층 (장기동)",35.84376686,128.5337441
820,달서구,서대구내과의원,의원,내과,0,0,0,0,0,0,0,053-555-0066,"대구광역시 달서구 달구벌대로 1643, 2층 (감삼동)",35.85383076,128.5459282
821,달서구,용산삼성내과의원,의원,내과,0,0,0,0,0,0,0,053-588-5575,"대구광역시 달서구 성지로 86, 2층 (용산동)",35.85689412,128.5213091
828,달서구,월배제통내과의원,의원,내과,0,0,0,0,0,0,0,053-631-1191,"대구광역시 달서구 월배로 137, 1층 (진천동)",35.8158977,128.5291883
830,달서구,상인속편한내과의원,의원,내과,0,0,0,0,0,0,0,053-644-7585,"대구광역시 달서구 월배로 233, 3층 (상인동)",35.81951268,128.5387567
836,달서구,월성종합내과의원,의원,내과,0,0,0,0,0,0,0,053-637-8275,"대구광역시 달서구 월성로 20, 202호 (월성동, 건도파라다이스)",35.83158898,128.5331529
840,달서구,정문관내과의원,의원,내과,0,0,0,0,0,0,0,053-624-3300,"대구광역시 달서구 구마로 255, 2층 (성당동)",35.83762552,128.5557435
849,달서구,나사렛연합내과의원,의원,내과,2,2,0,0,0,0,0,053-527-8003,"대구광역시 달서구 용산로 141, 6층 (용산동)",35.85012928,128.5301263
852,달서구,고성만내과의원,의원,내과,0,0,0,0,0,0,0,053-626-8575,"대구광역시 달서구 월배로 395, 2층 (송현동)",35.82993453,128.550424
857,달서구,김필영 내과의원,의원,내과,0,0,0,0,0,0,0,053-636-7653,"대구광역시 달서구 상인서로 94, 205호 (상인동, 태왕상가)",35.81836543,128.5407316
861,달서구,이기태내과의원,의원,내과,0,0,0,0,0,0,0,053-654-9400,"대구광역시 달서구 달구벌대로 1762, 201호 (두류동)",35.85734771,128.5584376
865,달서구,혜민내과의원,의원,내과,0,0,0,0,0,0,0,053-632-7585,"대구광역시 달서구 월배로 92, 3층 (진천동)",35.8139176,128.5246904
870,달서구,늘편한신내과의원,의원,내과,0,0,0,0,0,0,0,053-641-8875,"대구광역시 달서구 월배로 71, 303호 (진천동, 트윈팰리스상가)",35.81423166,128.5221235
884,달서구,속시원곽앤이내과의원,의원,내과,0,0,0,0,0,0,0,053-643-3900,"대구광역시 달서구 월배로 63, 4층 (진천동)",35.81392907,128.5214601
888,달서구,행복드림내과의원,의원,내과,0,0,0,0,0,0,0,053-656-5115,"대구광역시 달서구 당산로 88, 2층 (성당동)",35.84533385,128.5448103
894,달서구,365열린종합내과의원,의원,내과,0,0,0,0,0,0,0,053-652-3655,"대구광역시 달서구 월배로 327, 4층 (송현동)",35.82489108,128.5460427
897,달서구,속플러스내과의원,의원,내과,0,0,0,0,0,0,0,053-634-6030,"대구광역시 달서구 월배로 169, 2층 (진천동)",35.8172829,128.5322783
905,달서구,윤내과의원,의원,내과,0,0,0,0,0,0,0,053-628-2288,"대구광역시 달서구 송현로 40, 2층 (송현동)",35.822453,128.5478977
908,달서구,속시원이재성내과의원,의원,내과,0,0,0,0,0,0,0,053-635-7520,"대구광역시 달서구 학산로7길 67, 2,3층 (본동)",35.83421475,128.5307653
912,달서구,수연합내과의원,의원,내과,0,0,0,0,0,0,0,053-642-7575,"대구광역시 달서구 월배로 219, CENTRO TOWER 8층 801~804호 (상인동)",35.81910471,128.5370819
922,달서구,로하스속내과의원,의원,내과,0,0,0,0,0,0,0,053-422-7579,"대구광역시 달서구 조암남로 38, 202호 (월성동)",35.82193955,128.5285983
923,달서구,명가마디내과의원,의원,내과,0,0,0,0,0,0,0,053-627-1616,"대구광역시 달서구 구마로 265, 4층 (성당동, 청광빌딩)",35.83791454,128.556876
933,달서구,성서속내과의원,의원,내과,0,0,0,0,0,0,0,053-586-7572,"대구광역시 달서구 성서로 420, 202~203호 (이곡동, 성서메가타운)",35.85500456,128.5077807
934,달서구,숨편한내과의원,의원,내과,0,0,0,0,0,0,0,053-626-3614,"대구광역시 달서구 송현로 42, 2층 (송현동)",35.82255913,128.5476128
938,달서구,건강한속내과의원,의원,내과,0,0,0,0,0,0,0,053-636-2900,"대구광역시 달서구 조암로 48, 206호 (월성동, 원더풀스파랜드)",35.82441278,128.5243988
939,달서구,다나연합내과의원,의원,내과,0,0,0,0,0,0,0,053-551-7509,"대구광역시 달서구 용산로24길 87, 101, 205호 (감삼동)",35.84927888,128.5351326
945,달서구,대곡다나연합내과의원,의원,내과,0,0,0,0,0,0,0,053-638-7509,"대구광역시 달서구 비슬로 2716, 3층 (대곡동)",35.80905233,128.5122641
946,달서구,더편한내과의원,의원,내과,0,0,0,0,0,0,0,053-651-7585,"대구광역시 달서구 월배로 487-1, 6,7층 (송현동)",35.83665021,128.5562581
947,달서구,샘편한내과의원,의원,내과,0,0,0,0,0,0,0,053-635-0660,"대구광역시 달서구 월배로 138, 4층 (진천동)",35.8154538,128.5295133
965,달서구,속튼튼내과의원,의원,내과,0,0,0,0,0,0,0,053-633-3000,대구광역시 달서구 진천로 93 (대천동),35.81666485,128.522453
975,달서구,한빛내과의원,의원,내과,0,0,0,0,0,0,0,053-652-5151,대구광역시 달서구 구마로 228 (송현동),35.83684331,128.5526856
977,달서구,정상원내과의원,의원,내과,0,0,0,0,0,0,0,053-637-7090,"대구광역시 달서구 조암로 1, 3층 301호 (월성동, 미래타워)",35.82567874,128.5297091
988,달서구,경대연합팔팔한속내과의원,의원,내과,0,0,0,0,0,0,0,053-716-8880,"대구광역시 달서구 월배로 120, 서호빌딩 2층 202호 (진천동)",35.81450248,128.5274066
991,달서구,가톨릭연합내과의원,의원,내과,0,0,0,0,0,0,0,053-477-0808,"대구광역시 달서구 월배로 168, 아보스타워 5,6층 (상인동)",35.81670618,128.5322976
1010,달서구,조은속류마내과의원,의원,내과,0,0,0,0,0,0,0,053-638-0200,"대구광역시 달서구 월배로 164, 5층 (상인동)",35.81653703,128.5319232
1018,달서구,가톨릭서부내과의원,의원,내과,0,0,0,0,0,0,0,053-477-8275,"대구광역시 달서구 월배로 473, 3층 (송현동)",35.83547257,128.5556116
1025,달서구,경대탑내과의원,의원,내과,0,0,0,0,0,0,0,053-636-5100,"대구광역시 달서구 조암로 16, 도원빌딩 3층 (월성동)",35.82584623,128.5278563
1026,달서구,경대연합진내과의원,의원,내과,0,0,0,0,0,0,0,053-656-0526,대구광역시 달서구 장기로 140 (성당동),35.84373227,128.5451712
1040,달서구,월성속사랑내과의원,의원,내과,0,0,0,0,0,0,0,053-643-6666,"대구광역시 달서구 조암로 4, 2층 203,204호 (월성동)",35.82625217,128.5291978
1050,달서구,대천속내과의원,의원,내과,0,0,0,0,0,0,0,053-632-3500,"대구광역시 달서구 조암로 149, 대천그루타워 301호 (대천동)",35.81909273,128.5160179
1052,달서구,여상목내과의원,의원,내과,0,0,0,0,0,0,0,053-551-0808,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 (죽전동)",35.85037236,128.5360902
1057,달서구,오명진속내과의원,의원,내과,0,0,0,0,0,0,0,053-558-8575,"대구광역시 달서구 달구벌대로 1653, 2층 (감삼동)",35.85421142,128.5467605
1062,달서구,경대케이속내과의원,의원,내과,0,0,0,0,0,0,0,053-558-5300,"대구광역시 달서구 장기로 217, 5층 (본리동)",35.84336303,128.5365109
1068,달서구,죽전샘편한내과의원,의원,내과,0,0,0,0,0,0,0,053-565-0990,"대구광역시 달서구 달구벌대로 1565, 2층 (죽전동)",35.85088966,128.5378411
1071,달서구,365상쾌한속연합내과의원,의원,내과,0,0,0,0,0,0,0,053-588-0365,"대구광역시 달서구 이곡공원로 12, 3층 (이곡동)",35.85499514,128.5087031
1090,달서구,코끼리속내과의원,의원,내과,0,0,0,0,0,0,0,053-218-0075,"대구광역시 달서구 상화북로 186, 2층 (상인동)",35.81291378,128.5461001
1092,달서구,경대연합심건강내과의원,의원,내과,0,0,0,0,0,0,0,053-710-2575,"대구광역시 달서구 월배로 201, 2층 (상인동)",35.81855375,128.5355228
1095,달서구,류마경대내과의원,의원,내과,0,0,0,0,0,0,0,053-558-7575,"대구광역시 달서구 와룡로 186, 401동 320호 (감삼동, 빌리브 스카이 주상복합)",35.84973918,128.5380927
1568,수성구,박내과의원,의원,내과,0,0,0,0,0,0,0,053-761-0075,대구광역시 수성구 수성로 298-1 (수성동2가),35.85210902,128.6136719
1572,수성구,배내과의원,의원,내과,0,0,0,0,0,0,0,053-765-1999,대구광역시 수성구 수성로 329 (수성동1가),35.85489607,128.6133431
1574,수성구,권오종내과의원,의원,내과,0,0,0,0,0,0,0,053-762-0075,대구광역시 수성구 들안로 262 (수성동3가),35.85333661,128.6173058
1575,수성구,박현내과의원,의원,내과,0,0,0,0,0,0,0,053-784-2600,"대구광역시 수성구 지범로 183, 303호 (지산동, 시티월드)",35.82161887,128.6398463
1577,수성구,제일내과의원,의원,내과,0,0,0,0,0,0,0,053-781-1365,"대구광역시 수성구 지범로 188, 401호 (범물동, 청구리빙월드)",35.82080178,128.6395179
1581,수성구,성심내과의원,의원,내과,0,0,0,0,0,0,0,053-782-4587,대구광역시 수성구 지범로 101 (지산동),35.82532343,128.6322574
1601,수성구,김수동내과의원,의원,내과,0,0,0,0,0,0,0,053-783-2855,대구광역시 수성구 지범로 181 (지산동),35.82166292,128.6393122
1622,수성구,삼성내과의원,의원,내과,0,0,0,0,0,0,0,053-745-3837,대구광역시 수성구 범어로 113 (범어동),35.85954008,128.6355011
1630,수성구,시지합동내과의원,의원,내과,0,0,0,0,0,0,0,053-792-5507,대구광역시 수성구 달구벌대로 3169 (매호동),35.84150009,128.7038107
1639,수성구,배철환내과의원,의원,내과,0,0,0,0,0,0,0,053-783-7798,대구광역시 수성구 용학로 174 (지산동),35.82234498,128.6278655
1640,수성구,케이(k)연합내과의원,의원,내과,0,0,0,0,0,0,0,053-792-7767,"대구광역시 수성구 달구벌대로 3261, 3층 (신매동)",35.83794435,128.7129847
1644,수성구,상동내과의원,의원,내과,0,0,0,0,0,0,0,053-763-8275,"대구광역시 수성구 상화로 39, 1층 (상동)",35.83485152,128.6112108
